,name,birth_year,weight,height,nationality,cyclist_id
4936,Peter De Clercq,1966.0,,,Belgium,peter-de-clercq
4937,Roland Van De Rijse,1942.0,,,Belgium,roland-van-de-rijse
4938,Massimo  Giunti,1974.0,62.0,175.0,Italy,massimo-giunti
4939,Juan Pablo  Suarez,1985.0,,,Colombia,juan-pablo-suarez
4940,Dominique  Naessens,1959.0,,,Belgium,dominique-naessens
4941,Stig  Broeckx,1990.0,73.0,188.0,Belgium,stig-broeckx
4942,Fernando  Martinez,1963.0,,,Spain,fernando-martinez
4943,Quentin  Jauregui,1994.0,60.0,176.0,France,quentin-jauregui
4944,Edoardo  Affini,1996.0,80.0,190.0,Italy,edoardo-affini
4945,Campbell  Flakemore,1992.0,72.0,186.0,Australia,campbell-flakemore
4946,Yukihiro  Doi,1983.0,58.0,169.0,Japan,yukihiro-doi
4947,Florian  Stork,1997.0,65.1,185.0,Germany,florian-stork
4948,Marcel  Gono,1976.0,69.0,182.0,Australia,marcel-gono
4949,Marcel  Strauss,1976.0,69.0,180.0,Switzerland,marcel-strauss
4950,Benjamin  Gourgue,1986.0,62.0,166.0,Belgium,benjamin-gourgue
4951,Mads  Kaggestad,1977.0,66.0,175.0,Norway,mads-kaggestad
4952,Boštjan  Mervar,1973.0,,,Slovenia,bostjan-mervar
4953,Marcel  Aregger,1990.0,70.0,183.0,Switzerland,marcel-aregger
4954,Paweł  Poljański,1990.0,63.0,182.0,Poland,pawel-poljanski
4955,Djamolidine  Abduzhaparov,1964.0,72.0,174.0,Uzbekistan,djamolidine-abduzhaparov
4956,Ricardo  Serrano,1978.0,67.0,181.0,Spain,ricardo-serrano
4957,Claude  Tollet,1949.0,,,France,claude-tollet
4958,Frans  Maes,1947.0,,,Belgium,frans-maes
4959,Isidro  Araujo,1964.0,,,Spain,isidro-araujo
4960,Lukas  Spengler,1994.0,78.0,188.0,Switzerland,lukas-spengler
4961,Edoardo  Girardi,1985.0,,,Italy,edoardo-girardi
4962,José  Gonçalves,1989.0,70.0,185.0,Portugal,jose-goncalves
4963,Boris  Vallée,1993.0,79.0,188.0,Belgium,boris-vallee
4964,Beat  Zberg,1971.0,72.0,179.0,Switzerland,beat-zberg
4965,Leopold  vandenneste,1942.0,,,Belgium,leopold-vandenneste
4966,Dennis Van Niekerk,1984.0,,,South Africa,dennis-van-niekerk
4967,Jim Van de Laer,1968.0,,,Belgium,jim-van-de-laer
4968,Jonas  Aaen Jørgensen,1986.0,63.0,175.0,Denmark,jonas-aaen-jorgensen
4969,Guillermo Ruben  Bongiorno,1978.0,,,Argentina,guillermo-ruben-bongiorno
4970,Roberto  Conti,1964.0,,,Italy,roberto-conti
4971,Marc  Somers,1961.0,,,Belgium,marc-somers
4972,Mauri  Vansevenant,1999.0,60.0,175.0,Belgium,mauri-vansevenant
4973,Masatoshi  Ichikawa,1961.0,,159.0,Japan,masatoshi-ichikawa
4974,Giosuè  Bonomi,1978.0,,,Italy,giosue-bonomi
4975,Bernard Van Der Linde,1946.0,,,France,bernard-van-der-linde
4976,Nathan  O'Neill,1974.0,72.0,177.0,Australia,nathan-o-neill
4977,Gianluca  Bortolami,1968.0,73.0,181.0,Italy,gianluca-bortolami
4978,Pedro Luis  Garcia,1966.0,,,Spain,pedro-luis-garcia-velasco
4979,Luca  Rastelli,1999.0,,175.0,Italy,luca-rastelli
4980,Damien  Gaudin,1986.0,85.0,190.0,France,damien-gaudin
4981,Jean-Marc  Bideau,1984.0,73.0,192.0,France,jean-marc-bideau
4982,Luc  Leblanc,1966.0,,,France,luc-leblanc
4983,Guido  Winterberg,1962.0,,,Switzerland,guido-winterberg
4984,Maurizio  Colombo,1963.0,,,Italy,maurizio-colombo
4985,Nicolas  Coudray,1967.0,,,Switzerland,nicolas-coudray
4986,Eric Van De Wiele,1952.0,,,Belgium,eric-van-de-wiele
4987,Mathias  Flückiger,1988.0,64.0,172.0,Switzerland,mathias-fluckiger
4988,Martin  Reimer,1987.0,69.0,180.0,Germany,martin-reimer
4989,Julien  Duval,1990.0,68.0,179.0,France,julien-duval
4990,Peter  Kehl,1957.0,,,Germany,peter-kehl
4991,Petr  Benčík,1976.0,73.0,180.0,Czech Republic,petr-bencik
4992,Samuele  Zoccarato,1998.0,74.0,183.0,Italy,samuele-zoccarato
4993,Jeremy  Bellicaud,1998.0,56.0,175.0,France,jeremy-bellicaud
4994,Kurt Van Lancker,1971.0,67.0,180.0,Belgium,kurt-van-lancker
4995,Mario  Aerts,1974.0,68.0,182.0,Belgium,mario-aerts
4996,David  Boucher,1980.0,78.0,188.0,Belgium,david-boucher
4997,Sander  Cordeel,1987.0,80.0,187.0,Belgium,sander-cordeel
4998,Iban  Iriondo,1984.0,69.0,183.0,Spain,iban-iriondo
4999,Julien  Bérard,1987.0,70.0,185.0,France,julien-berard
5000,Makoto  Iijima,1971.0,,,Japan,makoto-iijima
5001,Bernard  Guyot,1945.0,,,France,bernard-guyot
5002,José Luis  Mayoz,1954.0,,,Spain,jose-luis-mayoz-aizpurua
5003,Vicente  Iza,1958.0,,,Spain,vicente-iza-narvarrete
5004,Johan  Jacobs,1997.0,78.0,192.0,Switzerland,johan-jacobs
5005,Riccardo  Zoidl,1988.0,63.0,177.0,Austria,riccardo-zoidl
5006,Giuseppe  Perletto,1948.0,,,Italy,giuseppe-perletto
5007,Edward  King,1983.0,78.0,189.0,United States,edward-king
5008,Jon  Barrenetxea,2000.0,74.0,188.0,Spain,jon-barrenetxea-golzarri
5009,Willy Van Den Eynde,1943.0,,,Belgium,willy-van-den-eynde
5010,Paolo  Simion,1992.0,79.0,185.0,Italy,paolo-simion
5011,Valère Van Sweevelt,1947.0,,,Belgium,valere-van-sweevelt
5012,Frédéric  Vichot,1959.0,,,France,frederic-vichot
5013,Luc  D'hondt,1951.0,,,Belgium,luc-d-hondt
5014,Miguel  Van Kessel,1975.0,,,Netherlands,miguel-van-kessel
5015,Clinton  Avery,1987.0,90.0,195.0,New Zealand,clinton-avery
5016,Nacor  Burgos,1977.0,58.0,170.0,Spain,nacor-burgos
5017,Aitor  Pérez,1977.0,70.0,183.0,Spain,aitor-perez-arrieta
5018,Enrico  Maggioni,1946.0,,,Italy,enrico-maggioni
5019,Jan van Houwelingen,1955.0,,,Netherlands,jan-van-houwelingen
5020,Víctor de la Parte,1986.0,64.0,181.0,Spain,victor-de-la-parte
5021,Martin  Durant,1956.0,,,Belgium,martin-durant
5022,Gilles  Mas,1961.0,,,France,gilles-mas
5023,Armando Isaac  Moreno,1967.0,,,Colombia,armando-moreno
5024,Geert  Decorte,1964.0,,,Belgium,geert-decorte
5025,Jose  Coll,1964.0,,,Spain,jose-coll
5026,Silvio  Herklotz,1994.0,68.0,190.0,Germany,silvio-herklotz
5027,Mirko  Tedeschi,1989.0,69.0,180.0,Italy,mirko-tedeschi
5028,Niklas  Eg,1995.0,60.0,184.0,Denmark,niklas-eg
5029,Alfonso  Florez,1952.0,,,Colombia,alfonso-florez-ortiz
5030,Tyler  Williams,1994.0,73.0,180.0,United States,tyler-williams
5031,Keegan  Swenson,1994.0,66.0,178.0,United States,keegan-swenson
5032,Michel  Cerneus,1976.0,,,Netherlands,michel-cerneus
5033,José Luis  López,1956.0,,,Spain,jose-luis-lopez-cerron
5034,Jens  Zemke,1966.0,,,Germany,jens-zemke
5035,Derek  Gee,1997.0,76.0,189.0,Canada,derek-gee
5036,José Mario  Almagro,1980.0,,,Spain,jose-almagro
5037,Franco  Bitossi,1940.0,,,Italy,franco-bitossi
5038,Gianluca  Maggiore,1985.0,,,Italy,gianluca-maggiore
5039,Anatoliy  Budyak,1995.0,53.0,169.0,Ukraine,anatoliy-budyak
5040,Jesús  López,1949.0,,,Spain,jesus-lopez-carril
5041,Jack  Haig,1993.0,67.0,190.0,Australia,jack-haig
5042,Rob  Ruijgh,1986.0,64.0,172.0,Netherlands,rob-ruijgh
5043,Thierry  Marie,1963.0,68.0,174.0,France,thierry-marie
5044,Johan  Lammerts,1960.0,,,Netherlands,johan-lammerts
5045,Miyataka  Shimizu,1981.0,60.0,164.0,Japan,miyataka-shimizu
5046,Fabio Enrique  Parra,1959.0,,,Colombia,fabio-enrique-parra
5047,Juan José  Quintanilla,1958.0,,,Spain,juan-jose-quintanilla
5048,Christoph  Demel,1970.0,,,Austria,christoph-demel
5049,Lorenzo  Bernucci,1979.0,72.0,183.0,Italy,lorenzo-bernucci
5050,Jean-Paul  Simon,1982.0,,,Belgium,jean-paul-simon
5051,Marzio  Bruseghin,1974.0,70.0,182.0,Italy,marzio-bruseghin
5052,Artyom  Zakharov,1991.0,70.0,179.0,Kazakhstan,artyom-zakharov
5053,Enrico  Zanoncello,1997.0,64.0,170.0,Italy,enrico-zanoncello
5054,Domingo  Munoz,1955.0,,,Spain,domingo-munoz
5055,Antonio  Bevilacqua,1957.0,,,Italy,antonio-bevilacqua
5056,Stefan  Kupfernagel,1977.0,,,Germany,stefan-kupfernagel
5057,Natnael  Berhane,1991.0,66.0,182.0,Eritrea,natnael-berhane
5058,Stefan  Rucker,1980.0,,,Austria,stefan-rucker
5059,Gérard  Macé,1953.0,,,France,gerard-mace
5060,Gordon  McCauley,1972.0,,,New Zealand,gordon-mccauley
5061,Antonio  Colom,1978.0,71.0,183.0,Spain,antonio-colom
5062,Joaquin  Ortega,1981.0,,,Spain,joaquin-ortega
5063,Santiago  Botero,1972.0,75.0,175.0,Colombia,santiago-botero
5064,Sjoerd van Ginneken,1992.0,72.0,185.0,Netherlands,sjoerd-van-ginneken
5065,Jonathan  Paredes,1989.0,63.0,175.0,Colombia,jonathan-paredes
5066,Guillaume Van Keirsbulck,1991.0,89.0,192.0,Belgium,guillaume-van-keirsbulck
5067,Pascal  Dubois,1962.0,,,France,pascal-dubois
5068,Francisco  Cambil,1960.0,,,Spain,francisco-cambil
5069,Adrien  Garel,1996.0,77.0,187.0,France,adrien-garel
5070,Peter  Velits,1985.0,63.0,181.0,Slovakia,peter-velits
5071,Chris  Barnsley,1971.0,,,New Zealand,chris-barnsley
5072,Alfonso  Gutiérrez,1961.0,,,Spain,alfonso-gutierrez
5073,Léo  Schönenberger,1963.0,,,Switzerland,leo-schoenenberger
5074,Cyril  Bos,1972.0,,,France,cyril-bos
5075,Ignacio Juan  Fandos,1957.0,,,Spain,ignacio-fandos
5076,Simone  Velasco,1995.0,59.0,170.0,Italy,simone-velasco
5077,Roy  Jans,1990.0,68.0,178.0,Belgium,roy-jans
5078,Jordi  Gilabert,1970.0,,,Spain,jordi-gilabert-franch
5079,Ronny  Claes,1957.0,,,Belgium,ronny-claes
5080,Francisco José  Lara,1977.0,,,Spain,francisco-jose-lara
5081,Steen Michael  Petersen,1959.0,,,Denmark,steen-michael-petersen
5082,Aleksandr  Vlasov,1996.0,68.0,186.0,Russia,aleksandr-vlasov
5083,Ole-kristan  Silseth,1959.0,,,Norway,ole-kristan-silseth
5084,Serafim  Vieira,1966.0,,,Portugal,serafim-vieira
5085,André  Korff,1973.0,,,Germany,andre-korff
5086,Jérôme  Baugnies,1987.0,69.0,181.0,Belgium,jerome-baugnies
5087,Lars  Boom,1985.0,75.0,191.0,Netherlands,lars-boom
5088,Daniel  Verplancke,1948.0,,,Belgium,daniel-verplancke
5089,Johnny  Weltz,1962.0,65.0,178.0,Denmark,johnny-weltz
5090,Cristian Camilo  Muñoz,1996.0,63.0,180.0,Colombia,cristian-munoz
5091,Jeremy  Hunt,1974.0,76.0,181.0,Great Britain,jeremy-hunt
5092,Dominique  Sanders,1957.0,,,France,dominique-sanders
5093,Carlos  Verona,1992.0,68.0,186.0,Spain,carlos-verona
5094,François  Bidard,1992.0,65.0,180.0,France,francois-bidard
5095,Pascal  Chanteur,1968.0,62.0,172.0,France,pascal-chanteur
5096,Marc  Fournier,1994.0,71.0,183.0,France,marc-fournier
5097,Salvador  Jarque,1957.0,,,Spain,salvador-jarque
5098,Remmert  Wielinga,1978.0,68.0,181.0,Netherlands,remmert-wielinga
5099,Gian  Friesecke,1994.0,,190.0,Switzerland,gian-friesecke
5100,Ryder  Hesjedal,1980.0,73.0,187.0,Canada,ryder-hesjedal
5101,Simone  Stortoni,1985.0,59.0,169.0,Italy,simone-stortoni
5102,Alain  Dithurbide,1959.0,,,France,alain-dithurbide
5103,Oleksandr  Kvachuk,1983.0,68.0,182.0,Ukraine,oleksandr-kvachuk
5104,Niklas  Axelsson,1972.0,73.0,180.0,Sweden,niklas-axelsson
5105,Jeff  Bradley,1961.0,,,United States,jeff-bradley
5106,Greg  LeMond,1961.0,67.0,178.0,United States,greg-lemond
5107,Gorka  Izagirre,1987.0,66.0,176.0,Spain,gorka-izagirre
5108,Matthew  Goss,1986.0,70.0,178.0,Australia,matthew-goss
5109,Christian  Levavasseur,1956.0,,,France,christian-levavasseur
5110,Edwin  Bafcop,1962.0,,,Belgium,edwin-bafcop
5111,Clément  Champoussin,1998.0,61.0,180.0,France,clement-champoussin
5112,Jaakko  Hänninen,1997.0,60.0,177.0,Finland,jaakko-hanninen
5113,Joseph  Borguet,1951.0,,,Belgium,joseph-borguet
5114,Luis Ángel  Maté,1984.0,68.0,178.0,Spain,luis-angel-mate
5115,Alain  Budet,1952.0,,,France,alain-budet
5116,Giovanni  Cavalcanti,1943.0,,,Italy,giovanni-cavalcanti
5117,Giovanni  Mantovani,1955.0,,,Italy,giovanni-mantovani
5118,Filippo  Simeoni,1971.0,68.0,185.0,Italy,filippo-simeoni
5119,Jan  Krekels,1947.0,73.0,179.0,Netherlands,jan-krekels
5120,Juan Antonio  Flecha,1977.0,72.0,181.0,Spain,juan-antonio-flecha
5121,Laurens De Plus,1995.0,67.0,190.0,Belgium,laurens-de-plus
5122,Mario  Anni,1943.0,,,Italy,mario-anni
5123,Rasmus  Tiller,1996.0,84.0,187.0,Norway,rasmus-tiller
5124,Wim  Myngheer,1955.0,,,Belgium,wim-myngheer
5125,Lucien  Aimar,1941.0,,170.0,France,lucien-aimar
5126,Nicolaj Bo  Larsen,1971.0,,,Denmark,nicolaj-bo-larsen
5127,José Cayetano  Juliá,1979.0,,,Spain,jose-cayetano-julia
5128,Nathan  Vandepitte,2000.0,80.0,192.0,France,nathan-vandepitte
5129,Daniele  Callegarin,1982.0,,,Italy,daniele-callegarin
5130,Massimiliano  Gentili,1971.0,,,Italy,massimiliano-gentili
5131,Menno  Vink,1969.0,,,Netherlands,menno-vink
5132,Kamiel  Bonneu,1999.0,62.0,178.0,Belgium,kamiel-bonneu
5133,Leopold  König,1987.0,62.0,178.0,Czech Republic,leopold-konig
5134,Alex  Peters,1994.0,67.0,175.0,Great Britain,alex-peters
5135,Raphael  Pires,1997.0,63.0,178.0,Brazil,raphael-pires
5136,Daniel  Ribera,1975.0,,,Spain,daniel-ribera
5137,Klaus-Peter  Thaler,1949.0,60.0,171.0,Germany,klaus-peter-thaler
5138,Noah  Vandenbranden,2002.0,74.0,181.0,Belgium,noah-vandenbranden
5139,Mauro  Longo,1960.0,,,Italy,mauro-longo
5140,Flavio  Giupponi,1964.0,,,Italy,flavio-giupponi
5141,Jose Vincente Diaz,1965.0,,,Colombia,jose-vincente-diaz
5142,Hennie  Stamsnijder,1954.0,,,Netherlands,hennie-stamsnijder
5143,Federico  Ghiotto,1963.0,,,Italy,federico-ghiotto
5144,Roberto  Pistore,1971.0,,,Italy,roberto-pistore
5145,Julien  Trarieux,1992.0,71.0,183.0,France,julien-trarieux
5146,Éric  Dall'Armellina,1959.0,,,France,eric-dall-armellina
5147,Georg  Totschnig,1971.0,62.0,175.0,Austria,georg-totschnig
5148,Rolf  Huser,1971.0,65.0,175.0,Switzerland,rolf-huser
5149,Marco  Tabai,1961.0,,,Italy,marco-tabai
5150,Twan  Poels,1963.0,,,Netherlands,twan-poels
5151,Yoshiyuki  Abe,1969.0,67.0,175.0,Japan,yoshiyuki-abe
5152,Alain De Carvalho,1953.0,,,France,alain-de-carvalho
5153,Peter  Hoondert,1961.0,,,Netherlands,peter-hoondert
5154,Mario  Manzoni,1969.0,,,Italy,mario-manzoni
5155,Matteo  Carrara,1979.0,67.0,188.0,Italy,matteo-carrara
5156,André  Steensen,1987.0,65.0,185.0,Denmark,andre-steensen
5157,Juan Antonio  López-Cózar,1994.0,70.0,175.0,Spain,juan-antonio-lopez-cozar-jaimez
5158,Brian  Kamstra,1993.0,64.0,184.0,Netherlands,brian-kamstra
5159,Christophe  Leroscouet,1971.0,,,France,christophe-leroscouet
5160,Gilbert  Glaus,1955.0,67.0,174.0,Switzerland,gilbert-glaus
5161,Vytautas  Kaupas,1982.0,,,Lithuania,vytautas-kaupas
5162,Manuele  Mori,1980.0,62.0,172.0,Italy,manuele-mori
5163,Joaquim  Faura,1962.0,,,Spain,joaquim-faura
5164,Rafael  Lorenzana,1964.0,,,Spain,rafael-lorenzana
5165,Oleksandr  Sheydyk,1980.0,,,Ukraine,oleksandr-sheydyk
5166,Lukas  Pöstlberger,1992.0,70.0,182.0,Austria,lukas-postlberger
5167,Ruslan  Ivanov,1973.0,71.0,177.0,Moldova,ruslan-ivanov
5168,Evgeni  Petrov,1978.0,70.0,181.0,Russia,evgeni-petrov
5169,Wies van Dongen,1957.0,,,Netherlands,wies-van-dongen
5170,Jarosław  Marycz,1987.0,69.0,182.0,Poland,jaroslaw-marycz
5171,Frits Van Bindsbergen,1960.0,,,Netherlands,frits-van-bindsbergen
5172,Damiano  Cunego,1981.0,58.0,169.0,Italy,damiano-cunego
5173,Christian  Auriemma,1974.0,,,Italy,christian-auriemma
5174,Mathieu  Criquielion,1981.0,,,Belgium,mathieu-criquielion
5175,Carlos Da Cruz,1974.0,74.0,182.0,France,carlos-da-cruz
5176,Dario  Bottaro,1966.0,,,Italy,dario-bottaro
5177,Luis Gabirro Domingos,1961.0,,,Portugal,luis-domingos
5178,Ronny Van De Vijver,1945.0,,,Belgium,ronny-van-de-vijver
5179,Louis  Luyten,1955.0,,,Belgium,louis-luyten
5180,Yvon  Bertin,1953.0,,,France,yvon-bertin
5181,Christophe  Oriol,1973.0,65.0,181.0,France,christophe-oriol
5182,Christopher  Juul-Jensen,1989.0,73.0,183.0,Denmark,christopher-juul-jensen
5183,Ole  Ritter,1941.0,74.0,178.0,Denmark,ole-ritter
5184,Matija  Kvasina,1981.0,72.0,180.0,Croatia,matija-kvasina
5185,Phil  Anderson,1958.0,,,Australia,phil-anderson
5186,Flavio Cardoso  Santos,1980.0,,,Brazil,flavio-cardoso
5187,Bernt  Johansson,1953.0,71.0,176.0,Sweden,bernt-johansson
5188,Sławomir  Kohut,1977.0,65.0,176.0,Poland,slawomir-kohut
5189,Antonio  Londoño,1955.0,,,Colombia,antonio-londono
5190,Alan  Jousseaume,1998.0,,177.0,France,alan-jousseaume
5191,Benoît  Cosnefroy,1995.0,65.0,180.0,France,benoit-cosnefroy
5192,Steffen  Radochla,1978.0,70.0,173.0,Germany,steffen-radochla
5193,Eric  Serlet,1950.0,,,Belgium,eric-serlet
5194,Francisco José  Terciado,1981.0,,,Spain,francisco-jose-terciado-sacedo
5195,Rob  Harmeling,1964.0,76.0,187.0,Netherlands,rob-harmeling
5196,Jonathan  Hall,1972.0,,,Australia,jonathan-hall
5197,David  Bernabéu,1975.0,66.0,180.0,Spain,david-bernabeu
5198,Erki  Pütsep,1976.0,69.0,179.0,Estonia,erki-putsep
5199,Marnix  Lameire,1955.0,,,Belgium,marnix-lameire
5200,Félix Vidal  Celis,1982.0,,,Spain,felix-vidal-celis-zabala
5201,Benoît  Salmon,1974.0,60.0,169.0,France,benoit-salmon
5202,Jose  Claramunt,1964.0,,,Spain,jose-claramunt
5203,Maurice Van Heer,1956.0,,,Belgium,maurice-van-heer
5204,Jesús David  Peña,2000.0,56.0,170.0,Colombia,jesus-david-pena-jimenez
5205,Fränk  Schleck,1980.0,65.0,186.0,Luxembourg,frank-schleck
5206,Pedro Miguel Miranda  Soeíro,1975.0,,,Portugal,pedro-miguel-miranda-soeiro
5207,Frans  Brands,1940.0,,,Belgium,frans-brands
5208,Alexander  Foliforov,1992.0,61.0,180.0,Russia,alexander-foliforov
5209,Carl Fredrik  Hagen,1991.0,65.0,181.0,Norway,carl-fredrik-hagen
5210,Jean-marie  Leblanc,1944.0,,,France,jean-marie-leblanc
5211,Michael Steen  Nielsen,1975.0,,,Denmark,michael-steen-nielsen
5212,Johan De Muynck,1948.0,,,Belgium,johan-de-muynck
5213,Pierre  Bourquenoud,1969.0,,,Switzerland,pierre-bourquenoud
5214,Eddy  Planckaert,1958.0,69.0,177.0,Belgium,eddy-planckaert
5215,Eladio  Sánchez,1984.0,,,Spain,eladio-sanchez
5216,Mikaël  Cherel,1986.0,65.0,183.0,France,mikael-cherel
5217,Daniel  Castro,1966.0,,,Argentina,daniel-castro
5218,Laurens  Huys,1998.0,61.0,162.0,Belgium,laurens-huys
5219,André  Delcroix,1953.0,,,Belgium,andre-delcroix
5220,Jens  Heppner,1964.0,69.0,172.0,Germany,jens-heppner
5221,Roberto  Visentini,1957.0,,,Italy,roberto-visentini
5222,Ian  Stannard,1987.0,83.0,190.0,Great Britain,ian-stannard
5223,Bart  Leysen,1969.0,75.0,186.0,Belgium,bart-leysen
5224,Mads  Würtz Schmidt,1994.0,70.0,176.0,Denmark,mads-wurtz-schmidt
5225,Ben  Gastauer,1987.0,73.0,190.0,Luxembourg,ben-gastauer
5226,Andrea  Tafi,1966.0,73.0,187.0,Italy,andrea-tafi
5227,Lilian  Jégou,1976.0,71.0,178.0,France,lilian-jegou
5228,Wim Van Eynde,1960.0,,,Belgium,wim-van-eynde
5229,Gilles  Maignan,1968.0,63.0,166.0,France,gilles-maignan
5230,Raymond  Thebes,1969.0,,,Netherlands,raymond-thebes
5231,Hubert  Mathis,1952.0,,,France,hubert-mathis
5232,Benjamin Van Itterbeeck,1964.0,,,Belgium,benjamin-van-itterbeeck
5233,Kyrylo  Pospyeyev,1975.0,71.0,184.0,Ukraine,kyrylo-pospyeyev
5234,Stefan van Dijk,1976.0,74.0,183.0,Netherlands,stefan-van-dijk-1
5235,Alexandre  Pichot,1983.0,72.0,183.0,France,alexandre-pichot
5236,Marc  Vanacker,1976.0,,,Luxembourg,marc-vanacker
5237,David  Tani,1969.0,,,Italy,david-tani
5238,Steffen  Kjærgaard,1973.0,74.0,181.0,Norway,steffen-kjaergaard
5239,Andrea  Vatteroni,1969.0,,,Italy,andrea-vatteroni
5240,Wim  Kelleners,1950.0,,,Netherlands,wim-kelleners
5241,Régis  Lhuillier,1980.0,69.0,183.0,France,regis-lhuillier
5242,Graham  Jones,1957.0,,,Great Britain,graham-jones
5243,Juan Carlos  Vicario,1971.0,,,Spain,juan-carlos-vicario-barbera
5244,Aart  Vierhouten,1970.0,71.0,183.0,Netherlands,aart-vierhouten
5245,Gérard  Simonnot,1953.0,,,France,gerard-simonnot
5246,Tobias Lund  Andresen,2002.0,69.0,181.0,Denmark,tobias-lund-andresen
5247,Francisco  Palacios,1978.0,,,Spain,francisco-palacio
5248,Xavier  Cañellas,1997.0,66.0,175.0,Spain,sanchez-canellas
5249,Bjørn  Stenersen,1970.0,70.0,178.0,Norway,bjorn-stenersen
5250,Manuel  Neves,1962.0,,,Portugal,manuel-neves
5251,Heddy  Nieuwdorp,1956.0,,,Netherlands,heddy-nieuwdorp
5252,Quinten  Hermans,1995.0,62.0,174.0,Belgium,quinten-hermans
5253,Pablo  Moreno,1963.0,,,Spain,pablo-moreno
5254,Nick van der Lijke,1991.0,61.0,176.0,Netherlands,nick-van-der-lijke
5255,Juan  Gómis,1978.0,,,Spain,juan-gomis-lopez
5256,André  Doyen,1949.0,,,Belgium,andre-doyen
5257,Franck  Bouyer,1974.0,65.0,173.0,France,franck-bouyer
5258,Miguel Angel  Rubiano,1984.0,58.0,170.0,Colombia,miguel-angel-rubiano
5259,Jenno  Berckmoes,2001.0,61.0,177.0,Belgium,jenno-berckmoes
5260,Alessandro  Bisolti,1985.0,58.0,175.0,Italy,alessandro-bisolti
5261,Tayeb  Braikia,1974.0,,,Denmark,tayeb-braikia
5262,Johan  Devos,1966.0,,,Belgium,johan-devos
5263,John  Brouwer,1947.0,,,Netherlands,john-brouwer
5264,José Manuel  Fuente,1945.0,,,Spain,jose-manuel-fuente
5265,Leandro  Fioroni,1974.0,,,Italy,leandro-fioroni
5266,Kristjan  Fajt,1982.0,,,Slovenia,kristjan-fajt
5267,Luca  Paolini,1977.0,66.0,174.0,Italy,luca-paolini
5268,Leone  Pizzini,1948.0,,,Italy,leone-pizzini
5269,Marcello  Bergamo,1946.0,,,Italy,marcello-bergamo
5270,Nicolò  Parisini,2000.0,65.0,183.0,Italy,nicolo-parisini
5271,Amaury  Capiot,1993.0,69.0,186.0,Belgium,amaury-capiot
5272,Antonio  Llopis,1959.0,,,Spain,antonio-llopis
5273,Ludwig  Willems,1966.0,,,Belgium,ludwig-willems
5274,Daniel  Fleeman,1982.0,,,Great Britain,daniel-fleeman
5275,Marius  Sabaliauskas,1978.0,76.0,186.0,Lithuania,marius-sabaliauskas
5276,Walter  Godefroot,1943.0,73.0,171.0,Belgium,walter-godefroot
5277,Radomír  Šimůnek,1962.0,,,Czech Republic,radomir-simunek-sr
5278,Sylvain  Calzati,1979.0,68.0,177.0,France,sylvain-calzati
5279,Roberto  Pelliconi,1962.0,,,Italy,roberto-pelliconi
5280,Rafał  Majka,1989.0,62.0,173.0,Poland,rafal-majka
5281,Régis  Delépine,1946.0,,,France,regis-delepine
5282,Andrea  Vendrame,1994.0,60.0,168.0,Italy,andrea-vendrame
5283,Michael  Andersson,1967.0,71.0,189.0,Sweden,michael-andersson
5284,José Maria  Moreno,1960.0,,,Spain,jose-maria-moreno
5285,William  Bonnet,1982.0,80.0,185.0,France,william-bonnet
5286,Oscar  Aranguren,1970.0,,,Spain,oscar-aranguren
5287,Dimitri  Peyskens,1991.0,69.0,182.0,Belgium,dimitri-peyskens
5288,Miles  Scotson,1994.0,76.0,191.0,Australia,miles-scotson
5289,Theo  Muis,1965.0,,,Netherlands,theo-muis
5290,Pierre  Bazzo,1954.0,,,France,pierre-bazzo
5291,Clement  Lhotellerie,1986.0,,,France,clement-lhotellerie
5292,Luke  Roberts,1977.0,71.0,180.0,Australia,luke-roberts-1
5293,Humberto  Parra,1964.0,,,Colombia,humberto-parra
5294,Jean-Marc  Manfrin,1963.0,,,France,jean-marc-manfrin
5295,Rolando  Ovando,1963.0,66.0,168.0,Guatemala,rolando-ovando
5296,Jesus Ignacio  Ibañez,1960.0,,,Spain,jesus-ignacio-ibanez
5297,Filippo  Savini,1985.0,,178.0,Italy,filippo-savini
5298,Georgi  Petrov Georgiev,1985.0,,,Bulgaria,georgi-petrov-georgiev
5299,Roberto  Ceruti,1953.0,,,Italy,roberto-ceruti
5300,Karel  Vereecke,1976.0,,,Belgium,karel-vereecke
5301,Volodymyr  Gustov,1977.0,64.0,179.0,Ukraine,volodymyr-gustov
5302,Matteo  Gigli,1978.0,,,Italy,matteo-gigli
5303,Josef  Regec,1965.0,,,Slovakia,josef-regec
5304,Marco  Zen,1963.0,,,Italy,marco-zen
5305,Luis-Joe  Lührs,2003.0,66.0,179.0,Germany,luis-joe-luhrs
5306,Sondre Holst  Enger,1993.0,69.0,171.0,Norway,sondre-holst-enger
5307,Benjamin  Thomas,1995.0,68.0,179.0,France,benjamin-thomas-2
5308,Luc  Dierickx,1967.0,,,Belgium,luc-dierickx
5309,Diego  Milán,1985.0,67.0,180.0,Dominican Republic,diego-milan
5310,Eddy Van Hoof,1959.0,,,Belgium,eddy-van-hoof
5311,Marco  Bergamo,1964.0,,,Italy,marco-bergamo
5312,Yvan  Frebert,1960.0,,,France,yvan-frebert
5313,Bert De Waele,1975.0,71.0,181.0,Belgium,bert-de-waele
5314,Antonio  Ferretti,1957.0,,,Switzerland,antonio-ferretti
